Site Name,City,Country,State,Street Address,Address,Latitude,Longitude,Coordinates,Zip Code,NPL Status,HRS Score
STATE ROAD 114 GROUNDWATER PLUME,LEVELLAND,U.S.A,TX,W. STATE ROAD 114,"W. STATE ROAD 114, LEVELLAND, TX, U.S.A, 79336",33.5939767,-102.3626703,"33.5939767, -102.3626703",79336,Final NPL,42.41
"STEWCO, INC.",WASKOM,U.S.A,TX,FM 9 1 & 1/2 MI S OF I-20,"FM 9 1 & 1/2 MI S OF I-20, WASKOM, TX, U.S.A, 75692",32.4715031,-94.0645798,"32.4715031, -94.0645798",75692,Deleted NPL,
TEX-TIN CORP.,TEXAS CITY,U.S.A,TX,STATE HGWY 146 & FARM RD 519,"STATE HGWY 146 & FARM RD 519, TEXAS CITY, TX, U.S.A, 77568",29.4390043,-94.9655778,"29.4390043, -94.9655778",77568,Final NPL,
TEXARKANA WOOD PRESERVING CO.,TEXARKANA,U.S.A,TX,1001 LUBBOCK ST.,"1001 LUBBOCK ST., TEXARKANA, TX, U.S.A, 75501",33.4055618,-94.0486252,"33.4055618, -94.0486252",75501,Final NPL,40.19
TRIANGLE CHEMICAL CO.,BRIDGE CITY,U.S.A,TX,HWY 87 3 MI N OF TOWN,"HWY 87 3 MI N OF TOWN, BRIDGE CITY, TX, U.S.A, 77611",30.0185765,-93.8492605,"30.0185765, -93.8492605",77611,Deleted NPL,
UNITED CREOSOTING CO.,CONROE,U.S.A,TX,2ND & HILBIG,"2ND & HILBIG, CONROE, TX, U.S.A, 77301",30.336753,-95.450339,"30.336753, -95.450339",77301,Final NPL,37.29
US OIL RECOVERY,PASADENA,U.S.A,TX,400 AND 200 N. RICHEY STREET,"400 AND 200 N. RICHEY STREET, PASADENA, TX, U.S.A, 77506",29.7143597,-95.220014,"29.7143597, -95.220014",77506,Final NPL,50
VAN DER HORST USA CORPORATION,TERRELL,U.S.A,TX,410 AND 419 EAST GROVE STREET,"410 AND 419 EAST GROVE STREET, TERRELL, TX, U.S.A, 75160",32.734473,-96.273768,"32.734473, -96.273768",75160,Final NPL,48
WEST COUNTY ROAD 112 GROUND WATER,MIDLAND,U.S.A,TX,INT. BETWEEN CTY ROAD (CR) 112 & CR 1205,"INT. BETWEEN CTY ROAD (CR) 112 & CR 1205, MIDLAND, TX, U.S.A, 79706",32.0188115,-102.2645409,"32.0188115, -102.2645409",79706,Final NPL,50
700 SOUTH 1600 EAST PCE PLUME,SALT LAKE CITY,U.S.A,UT,INTERSECTION OF 700 SOUTH & 1600 EAST,"INTERSECTION OF 700 SOUTH & 1600 EAST, SALT LAKE CITY, UT, U.S.A, 84102",40.7403234,-111.8450188,"40.7403234, -111.8450188",84102,Final NPL,50
BOUNTIFUL/WOODS CROSS 5TH S. PCE PLUME,BOUNTIFUL,U.S.A,UT,"500 SOUTH 800 WEST, BOUNTIFUL/WOODS CROS","500 SOUTH 800 WEST, BOUNTIFUL/WOODS CROS, BOUNTIFUL, UT, U.S.A, 84010",40.8842852,-111.9020137,"40.8842852, -111.9020137",84010,Final NPL,50
DAVENPORT AND FLAGSTAFF SMELTERS,SANDY,U.S.A,UT,1 MILE W OF INTERSECTION USH 209 AND 210,"1 MILE W OF INTERSECTION USH 209 AND 210, SANDY, UT, U.S.A, 84092",40.57272934,-111.7765093,"40.572729339464395, -111.77650927649024",84092,Deleted NPL,
EUREKA MILLS,EUREKA,U.S.A,UT,1.25 MILE W OF THE UTAH-JUAB COUNTY LINE,"1.25 MILE W OF THE UTAH-JUAB COUNTY LINE, EUREKA, UT, U.S.A, 84628",39.9541166,-112.1202235,"39.9541166, -112.1202235",84628,Deleted NPL,
FIVE POINTS PCE PLUME,WOODS CROSS/BOUNTIFUL,U.S.A,UT,APPROX. 1500 SOUTH & STATE HIGHWAY 106,"APPROX. 1500 SOUTH & STATE HIGHWAY 106, WOODS CROSS/BOUNTIFUL, UT, U.S.A, 84010",40.9065723,-111.8790105,"40.9065723, -111.8790105",84010,Final NPL,50
HILL AIR FORCE BASE,HILL AFB,U.S.A,UT,00-ALC/EM,"00-ALC/EM, HILL AFB, UT, U.S.A, 84056",41.1225148,-111.9939817,"41.1225148, -111.9939817",84056,Final NPL,49.94
INTERMOUNTAIN WASTE OIL REFINERY,BOUNTIFUL,U.S.A,UT,995 SOUTH 500 WEST,"995 SOUTH 500 WEST, BOUNTIFUL, UT, U.S.A, 84010",40.8792106,-111.8910466,"40.8792106, -111.8910466",84010,Deleted NPL,
INTERNATIONAL SMELTING AND REFINING,TOOELE,U.S.A,UT,2.5 MILES NE OF TOOELE,"2.5 MILES NE OF TOOELE, TOOELE, UT, U.S.A, 84074",40.5307776,-112.29828,"40.5307776, -112.29828",84074,Deleted NPL,
JACOBS SMELTER,STOCKTON,U.S.A,UT,NEAR INTERSECTION OF SMITH & JOHNSON STS,"NEAR INTERSECTION OF SMITH & JOHNSON STS, STOCKTON, UT, U.S.A, 84071",40.4512441,-112.3603787,"40.4512441, -112.3603787",84071,Final NPL,
KENNECOTT (NORTH ZONE),MAGNA,U.S.A,UT,12000 WEST 2100 SOUTH,"12000 WEST 2100 SOUTH, MAGNA, UT, U.S.A, 84044",40.725664,-112.0503823,"40.725664, -112.0503823",84044,Proposed NPL,59.18
KENNECOTT (SOUTH ZONE),COPPERTON,U.S.A,UT,10200 SOUTH 8400 WEST,"10200 SOUTH 8400 WEST, COPPERTON, UT, U.S.A, 84006",40.5661054,-112.091036,"40.5661054, -112.091036",84006,Removed from NPL,
MIDVALE SLAG,MIDVALE,U.S.A,UT,"JORDAN RIVER, 6400 SOUTH, 700 WEST","JORDAN RIVER, 6400 SOUTH, 700 WEST, MIDVALE, UT, U.S.A, 84047",40.6245014,-111.9101801,"40.6245014, -111.9101801",84047,Deleted NPL,
MONTICELLO MILL TAILINGS (USDOE),MONTICELLO,U.S.A,UT,"T335,R23E,S31-T335,R24E,S36","T335,R23E,S31-T335,R24E,S36, MONTICELLO, UT, U.S.A, 84535",37.8713829,-109.3428948,"37.8713829, -109.3428948",84535,Final NPL,
MONTICELLO RADIOACTIVELY CONTAMINATED PROPERTIES,MONTICELLO,U.S.A,UT,9 N 3RD E ST,"9 N 3RD E ST, MONTICELLO, UT, U.S.A, 84535",37.8697046,-109.3374623,"37.8697046, -109.3374623",84535,Deleted NPL,
MURRAY SMELTER,MURRAY CITY,U.S.A,UT,5300 S MAIN STREET,"5300 S MAIN STREET, MURRAY CITY, UT, U.S.A, 84107",40.6429082,-111.8914158,"40.6429082, -111.8914158",84107,Proposed NPL,86.6
OGDEN DEFENSE DEPOT (DLA),OGDEN,U.S.A,UT,500 WEST 1200 SOUTH,"500 WEST 1200 SOUTH, OGDEN, UT, U.S.A, 84407",41.2441074,-111.9884163,"41.2441074, -111.9884163",84407,Final NPL,45.1
PETROCHEM RECYCLING CORP./EKOTEK PLANT,SALT LAKE CITY,U.S.A,UT,1628 N CHICAGO ST,"1628 N CHICAGO ST, SALT LAKE CITY, UT, U.S.A, 84116",40.8031664,-111.9178373,"40.8031664, -111.9178373",84116,Deleted NPL,
PORTLAND CEMENT (KILN DUST 2 & 3),SALT LAKE CITY,U.S.A,UT,1000 SO. REDWOOD ROAD,"1000 SO. REDWOOD ROAD, SALT LAKE CITY, UT, U.S.A, 84116",40.7474126,-111.9397295,"40.7474126, -111.9397295",84116,Final NPL,54.4
RICHARDSON FLAT TAILINGS,PARK CITY,U.S.A,UT,1 MILE E. OF TOWN NEAR US 40,"1 MILE E. OF TOWN NEAR US 40, PARK CITY, UT, U.S.A, 84060",40.6859783,-111.4639199,"40.6859783, -111.4639199",84060,Proposed NPL,39.13
ROSE PARK SLUDGE PIT,SALT LAKE CITY,U.S.A,UT,1420 N 1100 W,"1420 N 1100 W, SALT LAKE CITY, UT, U.S.A, 84116",40.780219,-111.9225451,"40.780219, -111.9225451",84116,Deleted NPL,
SHARON STEEL CORP. (MIDVALE TAILINGS),MIDVALE,U.S.A,UT,"7800 SOUTH, 700 WEST","7800 SOUTH, 700 WEST, MIDVALE, UT, U.S.A, 84047",40.6186531,-111.9102414,"40.6186531, -111.9102414",84047,Deleted NPL,
TOOELE ARMY DEPOT (NORTH AREA),TOOELE,U.S.A,UT,3 MI S OF TOOELE ON HWY 36,"3 MI S OF TOOELE ON HWY 36, TOOELE, UT, U.S.A, 84074",40.5420358,-112.2983527,"40.5420358, -112.2983527",84074,Final NPL,53.95
US MAGNESIUM,TOOELE COUNTY,U.S.A,UT,15 MILES N OF ROWLEY EXIT ON I-80,"15 MILES N OF ROWLEY EXIT ON I-80, TOOELE COUNTY, UT, U.S.A, 84029",40.7532181,-112.7286874,"40.7532181, -112.7286874",84029,Final NPL,59.18
UTAH POWER & LIGHT/AMERICAN BARREL CO.,SALT LAKE CITY,U.S.A,UT,600 W SOUTH TEMPLE,"600 W SOUTH TEMPLE, SALT LAKE CITY, UT, U.S.A, 84104",40.7696492,-111.9082591,"40.7696492, -111.9082591",84104,Final NPL,37.93
WASATCH CHEMICAL CO. (LOT 6),SALT LAKE CITY,U.S.A,UT,1979 S 7TH W,"1979 S 7TH W, SALT LAKE CITY, UT, U.S.A, 84104",40.7280953,-111.9104375,"40.7280953, -111.9104375",84104,Final NPL,49.91
ABEX CORP.,PORTSMOUTH,U.S.A,VA,RANDOLPH + GREEN ST,"RANDOLPH + GREEN ST, PORTSMOUTH, VA, U.S.A, 23704",36.8262021,-76.3049715,"36.8262021, -76.3049715",23704,Final NPL,36.53
"ARROWHEAD ASSOCIATES, INC./SCOVILL CORP.",MONTROSS,U.S.A,VA,RTE 3,"RTE 3, MONTROSS, VA, U.S.A, 22520",38.0942625,-76.8242769,"38.0942625, -76.8242769",22520,Final NPL,37.15
"ATLANTIC WOOD INDUSTRIES, INC.",PORTSMOUTH,U.S.A,VA,3950 ELM ST,"3950 ELM ST, PORTSMOUTH, VA, U.S.A, 23704",36.807837,-76.2991596,"36.807837, -76.2991596",23704,Final NPL,37.14
"AVTEX FIBERS, INC.",FRONT ROYAL,U.S.A,VA,404 KENDRICK LANE,"404 KENDRICK LANE, FRONT ROYAL, VA, U.S.A, 22630",38.9254539,-78.2120992,"38.9254539, -78.2120992",22630,Final NPL,35.39
BUCKINGHAM COUNTY LANDFILL,BUCKINGHAM,U.S.A,VA,ST RTE 640 W OF US RTE 15,"ST RTE 640 W OF US RTE 15, BUCKINGHAM, VA, U.S.A, 23936",37.4638463,-78.5818922,"37.4638463, -78.5818922",23936,Final NPL,40.7
"C & R BATTERY CO., INC.",CHESTERFIELD COUNTY,U.S.A,VA,1320 BELLWOOD RD,"1320 BELLWOOD RD, CHESTERFIELD COUNTY, VA, U.S.A, 23237",37.418258,-77.4151289,"37.418258, -77.4151289",23237,Deleted NPL,
CHISMAN CREEK,YORK COUNTY,U.S.A,VA,WOLF TRAP RD,"WOLF TRAP RD, YORK COUNTY, VA, U.S.A, 23692",37.1806939,-76.4614981,"37.1806939, -76.4614981",23692,Final NPL,47.19
"CULPEPER WOOD PRESERVERS, INC.",CULPEPER,U.S.A,VA,RTE 666,"RTE 666, CULPEPER, VA, U.S.A, 22701",38.4853123,-77.9629672,"38.4853123, -77.9629672",22701,Final NPL,45.91
DEFENSE GENERAL SUPPLY CENTER (DLA),CHESTERFIELD COUNTY,U.S.A,VA,JEFFERSON DAVIS HGY,"JEFFERSON DAVIS HGY, CHESTERFIELD COUNTY, VA, U.S.A, 23237",37.4021528,-77.4322865,"37.4021528, -77.4322865",23237,Final NPL,33.85
DIXIE CAVERNS COUNTY LANDFILL,SALEM,U.S.A,VA,RTE 778,"RTE 778, SALEM, VA, U.S.A, 24153",37.2569308,-80.1781688,"37.2569308, -80.1781688",24153,Deleted NPL,
FIRST PIEDMONT CORP. ROCK QUARRY (ROUTE 719),PITTSYLVANIA COUNTY,U.S.A,VA,RTE 360 STATE RD 719,"RTE 360 STATE RD 719, PITTSYLVANIA COUNTY, VA, U.S.A, 24540",36.6451746,-79.3503264,"36.6451746, -79.3503264",24540,Deleted NPL,
FORMER NANSEMOND ORDNANCE DEPOT,SUFFOLK,U.S.A,VA,STATE ROUTE 135,"STATE ROUTE 135, SUFFOLK, VA, U.S.A, 23435",36.8818537,-76.4257898,"36.8818537, -76.4257898",23435,Final NPL,
FORT EUSTIS (US ARMY),NEWPORT NEWS,U.S.A,VA,END OF MULBERRY ISLAND,"END OF MULBERRY ISLAND, NEWPORT NEWS, VA, U.S.A, 23604",37.1457143,-76.6008334,"37.1457143, -76.6008334",23604,Final NPL,50
GREENWOOD CHEMICAL CO.,NEWTOWN,U.S.A,VA,PO BOX 26 OFF STATE RTE 690,"PO BOX 26 OFF STATE RTE 690, NEWTOWN, VA, U.S.A, 22943",37.9134708,-77.1288631,"37.9134708, -77.1288631",22943,Final NPL,53.17
"H & H INC., BURN PIT",FARRINGTON,U.S.A,VA,10 MILES N RTE 33,"10 MILES N RTE 33, FARRINGTON, VA, U.S.A, 23192",37.7323663,-77.5838761,"37.7323663, -77.5838761",23192,Final NPL,33.71
HIDDEN LANE LANDFILL,STERLING,U.S.A,VA,"OFF OF PERSIMMON LN, ~3/4 MILE N OF RT 7","OFF OF PERSIMMON LN, ~3/4 MILE N OF RT 7, STERLING, VA, U.S.A, 20165",39.0066993,-77.4291298,"39.0066993, -77.4291298",20165,Final NPL,50
KIM-STAN LANDFILL,SELMA,U.S.A,VA,VA ROUTE 696,"VA ROUTE 696, SELMA, VA, U.S.A, 24474",37.8073599,-79.8485847,"37.8073599, -79.8485847",24474,Final NPL,50
L.A. CLARKE & SON,SPOTSYLVANIA,U.S.A,VA,ROUTE 608,"ROUTE 608, SPOTSYLVANIA, VA, U.S.A, 22408",38.251124,-77.8402096,"38.251124, -77.8402096",22408,Final NPL,34.24
LANGLEY AIR FORCE BASE/NASA LANGLEY RESEARCH CENTER,HAMPTON,U.S.A,VA,OFF STATE HIGHWAY 187,"OFF STATE HIGHWAY 187, HAMPTON, VA, U.S.A, 23665",37.0860239,-76.3579401,"37.0860239, -76.3579401",23665,Final NPL,50
MARINE CORPS COMBAT DEVELOPMENT COMMAND,QUANTICO,U.S.A,VA,5TH STREET,"5TH STREET, QUANTICO, VA, U.S.A, 22134",38.5207622,-77.2909666,"38.5207622, -77.2909666",22134,Final NPL,50
MATTHEWS ELECTROPLATING,ROANOKE,U.S.A,VA,ROUTE 796,"ROUTE 796, ROANOKE, VA, U.S.A, 24153",37.2576755,-80.1672944,"37.2576755, -80.1672944",24153,Deleted NPL,
NASA WALLOPS FLIGHT FACILITY,WALLOPS ISLAND,U.S.A,VA,32400 FULTON STREET,"32400 FULTON STREET, WALLOPS ISLAND, VA, U.S.A, 23337",37.9369203,-75.4699606,"37.9369203, -75.4699606",23337,Not NPL,
NAVAL AMPHIBIOUS BASE LITTLE CREEK,VIRGINIA BEACH,U.S.A,VA,SHORE DRIVE (U.S. ROUTE 60),"SHORE DRIVE (U.S. ROUTE 60), VIRGINIA BEACH, VA, U.S.A, 23455",36.9301797,-76.1927863,"36.9301797, -76.1927863",23455,Final NPL,50
NAVAL SURFACE WARFARE CENTER - DAHLGREN,DAHLGREN,U.S.A,VA,2 MI E OF INTER 301 & 206,"2 MI E OF INTER 301 & 206, DAHLGREN, VA, U.S.A, 22448",38.334692,-77.0501691,"38.334692, -77.0501691",22448,Final NPL,50.03
NAVAL WEAPONS STATION - YORKTOWN,YORKTOWN,U.S.A,VA,US NAVAL WEAPONS STA,"US NAVAL WEAPONS STA, YORKTOWN, VA, U.S.A, 23690",37.2387556,-76.5096731,"37.2387556, -76.5096731",23690,Final NPL,50
NORFOLK NAVAL BASE (SEWELLS POINT NAVAL COMPLEX),NORFOLK,U.S.A,VA,HELMICK ST,"HELMICK ST, NORFOLK, VA, U.S.A, 23511",36.9263195,-76.3136156,"36.9263195, -76.3136156",23511,Final NPL,50
NORFOLK NAVAL SHIPYARD,PORTSMOUTH,U.S.A,VA,VICTORY BOULEVARD,"VICTORY BOULEVARD, PORTSMOUTH, VA, U.S.A, 23709",36.7960918,-76.3334076,"36.7960918, -76.3334076",23709,Final NPL,50
NWS YORKTOWN - CHEATHAM ANNEX,YORKTOWN,U.S.A,VA,"CHEATHAM ANNEX, NAVAL SUPPLY CENTER","CHEATHAM ANNEX, NAVAL SUPPLY CENTER, YORKTOWN, VA, U.S.A, 23185",37.2840336,-76.5905089,"37.2840336, -76.5905089",23185,Final NPL,49.27
PECK IRON AND METAL,PORTSMOUTH,U.S.A,VA,3850 ELM AVENUE,"3850 ELM AVENUE, PORTSMOUTH, VA, U.S.A, 23704",36.807789,-76.308818,"36.807789, -76.308818",23704,Final NPL,48.52
"RENTOKIL, INC. (VIRGINIA WOOD PRESERVING DIVISION)",RICHMOND,U.S.A,VA,OAKVIEW AVE & PEYTON STS,"OAKVIEW AVE & PEYTON STS, RICHMOND, VA, U.S.A, 23228",37.6355692,-77.5041079,"37.6355692, -77.5041079",23228,Final NPL,
RHINEHART TIRE FIRE DUMP,FREDERICK COUNTY,U.S.A,VA,MT FALLS,"MT FALLS, FREDERICK COUNTY, VA, U.S.A, 22602",39.1173278,-78.3955617,"39.1173278, -78.3955617",22602,Deleted NPL,
SALTVILLE WASTE DISPOSAL PONDS,SALTVILLE,U.S.A,VA,168 PERRYVILLE RD,"168 PERRYVILLE RD, SALTVILLE, VA, U.S.A, 24370",36.8866416,-81.7761528,"36.8866416, -81.7761528",24370,Final NPL,29.52
SAUNDERS SUPPLY CO.,CHUCKATUCK,U.S.A,VA,KINGS HWY BY CRITTENDEN & GODW,"KINGS HWY BY CRITTENDEN & GODW, CHUCKATUCK, VA, U.S.A, 23432",36.8788655,-76.5357269,"36.8788655, -76.5357269",23432,Final NPL,36.88
ST. JULIENS CREEK ANNEX (U.S. NAVY),CHESAPEAKE,U.S.A,VA,VICTORY BOULEVARD,"VICTORY BOULEVARD, CHESAPEAKE, VA, U.S.A, 23323",36.7955615,-76.3300849,"36.7955615, -76.3300849",23323,Final NPL,50
SUFFOLK CITY LANDFILL,SUFFOLK,U.S.A,VA,UNOBTAINABLE,"UNOBTAINABLE, SUFFOLK, VA, U.S.A, 23434",36.6644676,-76.5950555,"36.6644676, -76.5950555",23434,Deleted NPL,
U.S. TITANIUM,PINEY RIVER,U.S.A,VA,RTE 151,"RTE 151, PINEY RIVER, VA, U.S.A, 22964",37.7299452,-79.0090556,"37.7299452, -79.0090556",22964,Final NPL,34.78
BENNINGTON MUNICIPAL SANITARY LANDFILL,BENNINGTON,U.S.A,VT,OFF HOUGHTON LANE,"OFF HOUGHTON LANE, BENNINGTON, VT, U.S.A, 05201",42.9181686,-73.20028,"42.9181686, -73.20028",5201,Final NPL,49.07
BFI SANITARY LANDFILL (ROCKINGHAM),ROCKINGHAM,U.S.A,VT,RTE 5,"RTE 5, ROCKINGHAM, VT, U.S.A, 05101",43.169147,-72.4577822,"43.169147, -72.4577822",5101,Final NPL,41.92
BURGESS BROTHERS LANDFILL,WOODFORD,U.S.A,VT,RTE 9,"RTE 9, WOODFORD, VT, U.S.A, 05201",42.8841381,-73.077413,"42.8841381, -73.077413",5201,Final NPL,52.58
COMMERCE STREET PLUME,WILLISTON,U.S.A,VT,96 COMMERCE STREET (FORMLY 15 COMMERCE STREET),"96 COMMERCE STREET (FORMLY 15 COMMERCE STREET), WILLISTON, VT, U.S.A, 05495",44.453196,-73.1196613,"44.453196, -73.1196613",5495,Final NPL,48.48
DARLING HILL DUMP,LYNDON,U.S.A,VT,OFF RTE 114,"OFF RTE 114, LYNDON, VT, U.S.A, 05851",44.5670744,-71.9552844,"44.5670744, -71.9552844",5851,Deleted NPL,
ELIZABETH MINE,STRAFFORD,U.S.A,VT,MINE ROAD,"MINE ROAD, STRAFFORD, VT, U.S.A, 05070",43.8335579,-72.340887,"43.8335579, -72.340887",5070,Final NPL,50
ELY COPPER MINE,VERSHIRE,U.S.A,VT,TOWN HIGHWAY 38,"TOWN HIGHWAY 38, VERSHIRE, VT, U.S.A, 05079",43.9729649,-72.3395077,"43.9729649, -72.3395077",5079,Final NPL,50
"JARD COMPANY, INC.",BENNINGTON,U.S.A,VT,259 BOWEN ROAD,"259 BOWEN ROAD, BENNINGTON, VT, U.S.A, 05201",42.889043,-73.18923,"42.889043, -73.18923",5201,Final NPL,58.31
OLD SPRINGFIELD LANDFILL,SPRINGFIELD,U.S.A,VT,WILL DEAN RD,"WILL DEAN RD, SPRINGFIELD, VT, U.S.A, 05156",43.2686777,-72.4688542,"43.2686777, -72.4688542",5156,Final NPL,34.79
PARKER SANITARY LANDFILL,LYNDON,U.S.A,VT,LILY POND RD.,"LILY POND RD., LYNDON, VT, U.S.A, 05849",44.5314713,-71.9876856,"44.5314713, -71.9876856",5849,Final NPL,52.29
PIKE HILL COPPER MINE,CORINTH,U.S.A,VT,PIKE HILL ROAD,"PIKE HILL ROAD, CORINTH, VT, U.S.A, 05039",44.0592148,-72.2670094,"44.0592148, -72.2670094",5039,Final NPL,50
PINE STREET CANAL,BURLINGTON,U.S.A,VT,PINE STREET,"PINE STREET, BURLINGTON, VT, U.S.A, 05401",44.4633621,-73.2147199,"44.4633621, -73.2147199",5401,Final NPL,
POWNAL TANNERY,POWNAL,U.S.A,VT,ROUTE 346,"ROUTE 346, POWNAL, VT, U.S.A, 05261",42.7899249,-73.2546028,"42.7899249, -73.2546028",5261,Final NPL,50
"TANSITOR ELECTRONICS, INC.",BENNINGTON,U.S.A,VT,WEST RD,"WEST RD, BENNINGTON, VT, U.S.A, 05201",42.8820831,-73.2173405,"42.8820831, -73.2173405",5201,Deleted NPL,
ALCOA (VANCOUVER SMELTER),VANCOUVER,U.S.A,WA,5509 LOWER RIVER RD,"5509 LOWER RIVER RD, VANCOUVER, WA, U.S.A, 98660",45.65235,-122.7253668,"45.65235, -122.7253668",98660,Deleted NPL,
AMERICAN CROSSARM & CONDUIT CO.,CHEHALIS,U.S.A,WA,99 CHEHALIS AV SW,"99 CHEHALIS AV SW, CHEHALIS, WA, U.S.A, 98532",46.658022,-122.970072,"46.658022, -122.970072",98532,Deleted NPL,
AMERICAN LAKE GARDENS/MCCHORD AFB,TACOMA,U.S.A,WA,555 BARNES BLVD.,"555 BARNES BLVD., TACOMA, WA, U.S.A, 98438",47.1231716,-122.4923916,"47.1231716, -122.4923916",98438,Final NPL,28.9
BANGOR NAVAL SUBMARINE BASE,SILVERDALE,U.S.A,WA,"CLEAR CREEK ROAD, BLDG. 110","CLEAR CREEK ROAD, BLDG. 110, SILVERDALE, WA, U.S.A, 98315",47.6853661,-122.6925685,"47.6853661, -122.6925685",98315,Final NPL,55.91
BANGOR ORDNANCE DISPOSAL (USNAVY),BREMERTON,U.S.A,WA,"CLEAR CREEK ROAD,BLDG 1100","CLEAR CREEK ROAD,BLDG 1100, BREMERTON, WA, U.S.A, 98315",47.7248849,-122.6918734,"47.7248849, -122.6918734",98315,Final NPL,30.42
BOEING COMPANY TULALIP TEST SITE,MARYSVILLE,U.S.A,WA,TULALIP INDIAN RESERVATION,"TULALIP INDIAN RESERVATION, MARYSVILLE, WA, U.S.A, 98270",48.0563616,-122.1492224,"48.0563616, -122.1492224",98270,Not NPL,
BONNEVILLE POWER ADMINISTRATION ROSS COMPLEX (USDOE),VANCOUVER,U.S.A,WA,5411 NE HWY 99,"5411 NE HWY 99, VANCOUVER, WA, U.S.A, 98666",45.6604806,-122.6622341,"45.6604806, -122.6622341",98666,Deleted NPL,
BOOMSNUB/AIRCO,VANCOUVER,U.S.A,WA,7608 NORTHEAST 47TH AVENUE,"7608 NORTHEAST 47TH AVENUE, VANCOUVER, WA, U.S.A, 98661",45.6774664,-122.6232832,"45.6774664, -122.6232832",98661,Final NPL,
BREMERTON GASWORKS,BREMERTON,U.S.A,WA,1725 PENNSYLVANIA AVENUE,"1725 PENNSYLVANIA AVENUE, BREMERTON, WA, U.S.A, 98337",47.5772534,-122.6423593,"47.5772534, -122.6423593",98337,Final NPL,50
CENTRALIA MUNICIPAL LANDFILL,CENTRALIA,U.S.A,WA,1313 S TOWER,"1313 S TOWER, CENTRALIA, WA, U.S.A, 98531",46.7015524,-122.9611579,"46.7015524, -122.9611579",98531,Final NPL,36.36
COLBERT LANDFILL,SPOKANE,U.S.A,WA,ELK-CHATTEROY RD,"ELK-CHATTEROY RD, SPOKANE, WA, U.S.A, 99005",47.8747907,-117.3469771,"47.8747907, -117.3469771",99005,Final NPL,41.59
"COMMENCEMENT BAY, NEAR SHORE/TIDE FLATS",TACOMA,U.S.A,WA,ADJ TO RUSTON WAY & TIDEFLATS IND. AREA,"ADJ TO RUSTON WAY & TIDEFLATS IND. AREA, TACOMA, WA, U.S.A, 98421",47.2528768,-122.4442906,"47.2528768, -122.4442906",98421,Final NPL,
"COMMENCEMENT BAY, SOUTH TACOMA CHANNEL",TACOMA,U.S.A,WA,SOUTH TACOMA CHANNEL OF COMMEN,"SOUTH TACOMA CHANNEL OF COMMEN, TACOMA, WA, U.S.A, 98402",47.2529105,-122.4417426,"47.2529105, -122.4417426",98402,Final NPL,
FAIRCHILD AIR FORCE BASE (4 WASTE AREAS),SPOKANE,U.S.A,WA,US HIGHWAY 2 W OF SPOKANE,"US HIGHWAY 2 W OF SPOKANE, SPOKANE, WA, U.S.A, 99011",47.6431858,-117.503411,"47.6431858, -117.503411",99011,Final NPL,31.98
FMC CORP. (YAKIMA),YAKIMA,U.S.A,WA,4 W WASHINGTON AV,"4 W WASHINGTON AV, YAKIMA, WA, U.S.A, 98903",46.5698849,-120.4945692,"46.5698849, -120.4945692",98903,Final NPL,38.8
FORT LEWIS (LANDFILL NO. 5),TACOMA,U.S.A,WA,ATTN: AFZH-FEQ,"ATTN: AFZH-FEQ, TACOMA, WA, U.S.A, 98433",47.0830271,-122.5613764,"47.0830271, -122.5613764",98433,Deleted NPL,
FORT LEWIS LOGISTICS CENTER,TILLICUM,U.S.A,WA,"T19N R2E SECS 21,22,26,27","T19N R2E SECS 21,22,26,27, TILLICUM, WA, U.S.A, 98433",47.1236185,-122.5565604,"47.1236185, -122.5565604",98433,Final NPL,35.48
"FRONTIER HARD CHROME, INC.",VANCOUVER,U.S.A,WA,113 Y ST,"113 Y ST, VANCOUVER, WA, U.S.A, 98661",45.6217169,-122.645355,"45.6217169, -122.645355",98661,Deleted NPL,
GENERAL ELECTRIC CO. (SPOKANE APPARATUS SERVICE SHOP),SPOKANE,U.S.A,WA,E 4323 MISSION AV,"E 4323 MISSION AV, SPOKANE, WA, U.S.A, 99211",47.6722846,-117.3456168,"47.6722846, -117.3456168",99211,Final NPL,57.8
GRAIN HANDLING FACILITY AT FREEMAN,FREEMAN,U.S.A,WA,SOUTH 14603 HIGHWAY 27,"SOUTH 14603 HIGHWAY 27, FREEMAN, WA, U.S.A, 99030",47.4833,-117.10754,"47.4833, -117.10754",99030,Final NPL,50
GREENACRES LANDFILL,SPOKANE COUNTY,U.S.A,WA,LIBERTY LK,"LIBERTY LK, SPOKANE COUNTY, WA, U.S.A, 99019",47.6743428,-117.1124241,"47.6743428, -117.1124241",99019,Final NPL,28.9
HAMILTON ISLAND LANDFILL (USA/COE),NORTH BONNEVILLE,U.S.A,WA,BONNEVILLE LOCK & DAM,"BONNEVILLE LOCK & DAM, NORTH BONNEVILLE, WA, U.S.A, 98648",45.6442837,-121.9406369,"45.6442837, -121.9406369",98648,Deleted NPL,
HAMILTON/LABREE ROADS GW CONTAMINATION,CHEHALIS,U.S.A,WA,HAMILTON & LABREE ROADS,"HAMILTON & LABREE ROADS, CHEHALIS, WA, U.S.A, 98532",46.6197637,-122.9343828,"46.6197637, -122.9343828",98532,Final NPL,37.65
